Unnamed: 0,Name,Profile,Followers,Country,Topic of Influence,JSON Downloaded,All posts downloaded,TotalPosts,Completed,Unnamed: 10,Unnamed: 11,Unnamed: 12,JSON STATUS OLD
4396,Дарья Пынзарь,@darya_pinzar86,4.3M,United Arab Emirates,"Travel, TV Host, Celebrities, Humor",0,,,,,,,
4397,Warintorn Panhakarn,@great_rider10,4.3M,,"Acting and Drama, Entertainment and Music, Celebrity, Actors",0,,,,,,,
4398,,@noahurrea,4.3M,,"Entertainment and Music, Music, Singer",0,,,,,,,
4399,강민혁 KANG MIN HYUK,@mr_kanggun,4.3M,South Korea,"Entertainment and Music, Skateboarding, Modeling",0,,,,,,,
4400,drjasem,@drjasem,4.3M,,Education,0,,,,,,,
4401,Kasivianti Misla Husni,@kasivianti._,4.3M,,"Entertainment and Music, Careers",0,,,,,,,
4402,tanya burr,@tanyaburr,4.3M,,"Beauty and Self Care, Celebrity, Video Blogger, Lifestyle",0,,,,,,,
4403,Joaquin Sanchez,@joaquinarte,4.3M,Spain,"Arts and Crafts, Marketing and Advertising, Soccer, Actors",0,,,,,,,
4404,David Ospina,@d_ospina1,4.3M,Colombia,Soccer,0,,,,,,,
4405,Nouaman Belaiachi,@nouamanbelaiachi,4.3M,Morocco,"Entertainment and Music, Music, Modeling, Actors",0,,,,,,,
4406,Amber 69,@iamamberlulu,4.3M,Tanzania,"Entertainment and Music, Singer",0,,,,,,,
4407,MV,@maria_vaniaa,4.3M,Indonesia,"Fitness, Actors",0,,,,,,,
4408,Yusuf Shaikh,@yusufbmx,4.3M,India,Sports,0,,,,,,,
4409,BAILEY,@baileymay,4.3M,Philippines,"Entertainment and Music, Celebrity, Music, Songwriting",0,,,,,,,
4410,,@cagritanervideo,4.3M,,Entertainment and Music,0,,,,,,,
4411,Siavash Ghomayshi,@ghomayshi,4.3M,,"Entertainment and Music, Marketing, Luxury, Artist",0,,,,,,,
4412,Armin van Buuren,@arminvanbuuren,4.3M,Netherlands,"Entertainment and Music, Modeling",0,,,,,,,
4413,Mariana Ximenes,@marixioficial,4.3M,Brazil,"Acting and Drama, Actors",1,,,,,,,
4414,Basuki T Purnama,@basukibtp,4.3M,Indonesia,"Life and Society, Marketing and Advertising, Politics",1,,1016.0,501.0,,,,
4415,Andres Simon,@lasrecetasdesimon,4.3M,,"Entertainment and Music, Food and Drink",0,,,,,,,
4416,👑Dizzo👑,@queendarleen_,4.3M,Tanzania,"Entertainment and Music, Music, Singer",0,,,,,,,
4417,Comedy | Memes | Reels,@comedyposts,4.3M,,"Entertainment and Music, Funny, Comedy",0,,,,,,,
4418,New Thitipoom,@newwiee,4.3M,Thailand,Celebrity,0,,,,,,,
4419,Violet Benson,@daddyissues_,4.3M,,"Entertainment and Music, Funny, Lifestyle",0,,,,,,,
4420,Fairuz A.rafiq,@fairuzarafiq,4.3M,Indonesia,"family, Careers, Actors",0,,,,,,,
4421,TN,@thanaerngnin,4.3M,,"Art, Beauty and Self Care, Celebrity, Modeling",0,,,,,,,
4422,Angie Arizaga,@angiearizaga,4.3M,Peru,"Entertainment and Music, Celebrity, Actors",0,,,,,,,
4423,Aryanshi Sharma,@aryanshii09,4.3M,,,0,,,,,,,
4424,Niki Karimi,@nikkarimi,4.3M,Iran,"Art, Celebrity, Actors",0,,,,,,,
4425,Mona Moutrage,@hajia4reall,4.3M,,"Entertainment and Music, Modeling, Styling, Celebrities",0,,,,,,,
4426,Crusher,@crusherfooxi10,4.3M,Brazil,Games,0,,,,,,,
4427,Pankaj Tripathi,@pankajtripathi,4.3M,India,Celebrity,0,,,,,,,
4428,burcu esmersoy,@burcues,4.3M,Turkey,"Fashion and Accessories, Modeling, News Personality",0,,,,,,,
4429,Big Dolarz 👑,@oluwadolarz,4.3M,,"Funny, Celebrity, Music, Entertainment",1,,2952.0,501.0,,,,
4430,Antoni Porowski,@antoni,4.3M,Canada,Food,0,,,,,,,
4431,Emraan Hashmi,@therealemraan,4.3M,India,"Singer, Music, Actors",0,,,,,,,
4432,federica nargi,@fede_nargi,4.3M,Italy,Modeling,99,,3214.0,51.0,,,,
4433,Susana Vieira,@susanavieiraoficial,4.3M,Brazil,"Entertainment and Music, Actors",0,,,,,,,
4434,Toxic Crow,@toxiccrow,4.3M,Dominican Republic,"Entertainment and Music, Music",0,,,,,,,
4435,Ana Carolina Castillo 🇩🇴,@anacarolinatv,4.3M,Dominican Republic,"Beauty and Self Care, Actors, Virtualization",0,,,,,,,
4436,Ella Mai,@ellamai,4.3M,United Kingdom,"Romance and Wedding, Entertainment and Music, Singer, Design",0,,,,,,,
4437,Ebru Şahin Osman,@rebrusahin,4.3M,Turkey,Celebrity,1,,,,,,,
4438,Hamsa Majed - همسة ماجد,@hamsa.majed1986,4.3M,Iraq,"Celebrity, Lifestyle, Modeling",0,,,,,,,
4439,ECKO,@eckoyg,4.3M,,"Entertainment and Music, Business and Finance, Actors, Modeling",0,,,,,,,
4440,JUCA,@jucaviapri,4.3M,,"Auto and Vehicles, Entertainment and Music, Film, Music & Books",1,,2267.0,501.0,,,,
4441,Billy Syahputra,@bilsky16,4.3M,Indonesia,"Animals, Entertainment and Music, Product Showcase, Actors",0,,,,,,,
4442,Johnny Knoxville,@johnnyknoxville,4.3M,United States,Actors,0,,,,,,,
4443,Suniel Shetty,@suniel.shetty,4.3M,India,"Art, Celebrity, Actors, Modeling",0,,,,,,,
4444,Miss Hardener,@jill.hardener,4.3M,,,1,,,,,,,
4445,Натали Лялина Москва,@lyalinanatalie,4.3M,Russia,"family, Lifestyle",0,,,,,,,
4446,Gabriel Peixinho,@peixinh0,4.3M,,"Entertainment and Music, Funny",0,,,,,,,
4447,Medhi Benatia,@m.benatia5,4.3M,Morocco,"Fitness, Lifestyle",0,,,,,,,
4448,Alex Stokes,@alexstokes,4.3M,,"Entertainment and Music, Music, Singer",0,,,,,,,
4449,Yumna | Feel Good Foodie,@feelgoodfoodie,4.3M,United States,"Food, Food and Drink",0,,,,,,,
4450,Nature | Vacations | Adventure,@onlyfornatures,4.3M,,"Nature, Travel, News",0,,,,,,,
4451,Eric Omondi,@ericomondi,4.3M,Kenya,"Celebrity, Singer, Entertainment",0,,,,,,,
4452,loren gray II,@lorenxgray,4.3M,United States,"Lifestyle, Beauty",0,,,,,,,
4453,Aliff syukri kamarzaman,@aliffsyukriterlajaklaris,4.3M,Malaysia,"Fashion and Accessories, Humor, Personal Blog, Creators & Celebrities",1,,753.0,501.0,,,,
4454,کامبیز دیرباز 🎬,@dirbaz_kambiz,4.3M,Iran,"Entertainment and Music, Celebrity, Food, Chef",0,,,,,,,
4455,Brent Faiyaz,@brentfaiyaz,4.3M,,"Entertainment and Music, Music, Singer, Producers",0,,,,,,,
4456,KARINA PELOI CARVALHO,@karinapeloi,4.3M,,"Fitness and Health, Nutrition",0,,,,,,,
4457,Mohsin Khan,@khan_mohsinkhan,4.3M,India,"Celebrity, Actors",0,,,,,,,
4458,Asian Da Brat,@asiandabrat,4.3M,United States,"Entertainment and Music, Actors",0,,,,,,,
4459,Asmus Kristina,@asmuskristina,4.3M,,"Acting and Drama, Celebrity, Actors, Celebrities",0,,,,,,,
4460,Uorfi,@urf7i,4.3M,,"Life and Society, Modeling, Actors, Music",0,,,,,,,
4461,Patrícia Ramos,@patriciaramos,4.3M,Brazil,Entertainment and Music,0,,,,,,,
4462,JAZMIN PINEDO,@jazminpinedo,4.3M,Peru,"Entertainment and Music, Television, Actors",0,,,,,,,
4463,रवीश कुमार,@ravishndtv,4.3M,India,Education,0,,,,,,,
4464,Assi El Hallani,@assielhallaniofficial,4.3M,Lebanon,Entertainment and Music,0,,,,,,,
4465,,@djongador,4.3M,Brazil,"Entertainment and Music, Music",0,,,,,,,
4466,Ishan Kishan,@ishankishan23,4.3M,India,"Sports, Cricket",0,,,,,,,
4467,Easy Hairstyles | Makeup,@easyhairstyle.diy,4.3M,,"Beauty and Self Care, DIY and Life Hacks, Digital Creator",0,,,,,,,
4468,ylona.,@ylonagarcia,4.3M,Laos,"Art, Singer",0,,,,,,,
4469,Jessie James Decker,@jessiejamesdecker,4.3M,United States,"Business and Finance, Music, Songwriting, Singer",1,,,,,,,
4470,Michou ✨,@michou_yt,4.3M,,,0,,,,,,,
4471,Leito,@behzadleito,4.3M,,"Art, Music, Entertainment, Singer",0,,,,,,,
4472,Lulu99,@luisalulu99,4.3M,Colombia,"Beauty and Self Care, Fashion and Accessories, Video Blogger, Actors",0,,,,,,,
4473,Camila Becker,@camilabeckker44,4.3M,Brazil,Art,0,,,,,,,
4474,CarLifestyle,@carlifestyle,4.3M,,"Auto and Vehicles, Marketing and Advertising, Automotive",0,,,,,,,
4475,EL IDOLO DE TU IDOLO 🇩🇴,@lapizconciente,4.3M,Dominican Republic,"Entertainment and Music, Music, Actors",0,,,,,,,
4476,Елена Беркова,@berkova,4.3M,Russia,"Entertainment and Music, Romance and Wedding, TV Host",0,,,,,,,
4477,Hoenest 💁🏼‍♀️,@hoenest,4.3M,,Fashion and Accessories,0,,,,,,,
4478,Arutyun Nazaryan,@arutmain,4.3M,United Arab Emirates,"Business and Finance, Entrepreneur, Business, Marketing",0,,,,,,,
4479,Laura Pausini Official,@laurapausini,4.3M,Italy,"Entertainment and Music, Music, Actors, Singer",0,,,,,,,
4480,Peter Dinklage,@peterdinklage,4.3M,United States,"Entertainment and Music, Actors, Celebrities",0,,,,,,,
4481,Júlia Olliver,@jujuolliver,4.3M,Brazil,"Acting and Drama, Singer, Design, Celebrities",0,,,,,,,
4482,Ihssane Benalluch احسان بنعلوش 🇲🇦,@ihssanebenalluch,4.3M,Morocco,"Life and Society, Education, Lifestyle, Celebrities",0,,,,,,,
4483,Dimples Romana,@dimplesromana,4.3M,,"Entertainment and Music, Business and Finance, Celebrity, Actors",0,,,,,,,
4484,Miguel Angel Silvestre,@miguelangelsilvestre,4.3M,Spain,"Celebrity, Actors",0,,,,,,,
4485,Ahmed Hatem | أحمد حاتم,@ahmedhatemomar,4.3M,,"Entertainment and Music, Actors",0,,,,,,,
4486,Süleyman SOYLU,@suleyman_soylu,4.3M,Turkey,,0,,,,,,,
4487,Justine Skye,@justineskye,4.3M,United States,"Entertainment and Music, Music, Celebrities",0,,,,,,,
4488,ذوالفقار خضر,@thualfekar.khdhr,4.3M,,,0,,,,,,,
4489,Caroline Aquino,@carolineaquino1,4.3M,Dominican Republic,"Actors, Virtualization",0,,,,,,,
4490,Reem Elbaroudy ريم البارودي,@reemelbaroudyofficial,4.3M,,,0,,,,,,,
4491,Stephen A. Smith,@stephenasmith,4.3M,United States,"Entertainment and Music, Sports",0,,,,,,,
4492,Apaixonadasso,@apaixonadasso,4.3M,,"Romance and Wedding, Entertainment and Music, Celebrity",0,,,,,,,
4493,Victoria Matos,@soyvictoriamatosa,4.3M,Brazil,"Fashion and Accessories, Fitness and Health",0,,,,,,,
4494,Omah Lay,@omah_lay,4.3M,,Music,0,,,,,,,
4495,✦ 𝐃𝐔𝐄 𝐀𝐑𝐈𝐒𝐀𝐑𝐀 ✦,@duearisara,4.3M,,"Beauty and Self Care, Actors, Personal Blog",0,,,,,,,
4496,Daniela Viaggiamari (La Chepi),@danilachepi,4.3M,Argentina,"Entertainment and Music, Marketing and Advertising, Actors, Virtualization",1,,,,,,,
4497,Catelynn Baltierra,@catelynnmtv,4.3M,United States,"family, Actors, Modeling, Music",0,,,,,,,
4498,Paria,@pariaarabzade,4.3M,,"Beauty and Self Care, Modeling, Lifestyle",0,,,,,,,
4499,Joe HaTab,@joe_hattab,4.3M,United Arab Emirates,"Animation and Cosplay, Entertainment and Music, Travel, Arts and Crafts",0,,,,,,,
4500,هدى عادل | Huda Adil,@hud_a96,4.3M,Iraq,"Acting and Drama, Celebrity",0,,,,,,,
4501,Esther Supreeleela,@esthersupree,4.3M,Thailand,Actors,1,,3004.0,501.0,,,,
4502,Nicolás Vazquez,@nicovazquezok,4.3M,Argentina,"Acting and Drama, Celebrity, Actors, Journalists",0,,,,,,,
4503,ARTEM KALAIDZHIAN (SERGO),@sergo_artemka,4.3M,Russia,"Arts and Crafts, Actors",0,,,,,,,
4504,Amaal Mallik,@amaal_mallik,4.3M,India,"Entertainment and Music, Music, Singer",0,,,,,,,
4505,Samuel Lima,@levelup_007,4.3M,Brazil,Finance,0,,,,,,,
4506,mon laferte,@monlaferte,4.3M,Chile,"Entertainment and Music, Marketing and Advertising, Actors, Music",0,,,,,,,
4507,Túlio Rocha,@tulio.rochaa,4.3M,Brazil,Art,0,,,,,,,
4508,Dinat Gumerov,@dinat_official,4.3M,,"Finance, Business and Finance",0,,,,,,,
4509,Marcos Dias,@loud_mob,4.3M,,"Entertainment and Music, Video Gaming",1,,323.0,323.0,,,,
4510,QUEEN OF DANCEHALL,@spiceofficial,4.3M,Jamaica,"Entertainment and Music, Singer, Entertainment, Music",0,,,,,,,
4511,Justina Valentine ❣,@justinavalentine,4.3M,United States,"Entertainment and Music, Music, Singer, Entertainment",0,,,,,,,
4512,XO Team,@the_xo_team,4.3M,United States,Entertainment and Music,0,,,,,,,
4513,𝚙𝚔,@parisjackson,4.3M,,"Entertainment and Music, Actors",0,,,,,,,
4514,Tanner Fox,@tannerfox,4.2M,,"Sports, Entertainment and Music",0,,,,,,,
4515,Sebastian Martinez,@sebastianmartinezn,4.2M,,"Celebrity, Actors, Virtualization",0,,,,,,,
4516,Behrouz Vossoughi Official,@vossoughi_behrouz,4.2M,Iran,"Pets, TV Host, Actors, Modeling",0,,,,,,,
4517,Adaa,@adaakhann,4.2M,,"Romance and Wedding, Celebrity, Actors, Modeling",0,,,,,,,
4518,شركة عالم الزئبق الأحمر,@red_mercury_99778597,4.2M,Oman,,1,,1167.0,501.0,,,,
4519,Dinar Candy,@dinar_candy,4.2M,Indonesia,"Beauty and Self Care, Food and Drink, Music, Singer",0,,,,,,,
4520,Şahan Gökbakar,@sahangokbakar,4.2M,Turkey,"Entertainment and Music, Celebrity",0,,,,,,,
4521,Sarah Paulson,@mssarahcatharinepaulson,4.2M,United States,Actors,0,,,,,,,
4522,Shahid Afridi,@safridiofficial,4.2M,Pakistan,"Sports, Modeling",0,,,,,,,
4523,Promoções do dia,@promocoes_do_dia,4.2M,Brazil,"Product Showcase, Marketing and Advertising, Parenting",0,,,,,,,
4524,Hana Shiha,@hanashiha,4.2M,Egypt,"Acting and Drama, Arts and Crafts, Celebrity, Actors",0,,,,,,,
4525,enchufetv,@enchufetv,4.2M,,"Entertainment and Music, Funny, Marketing and Advertising, TV Shows",0,,,,,,,
4526,Andrew Robertson,@andyrobertson94,4.2M,United Kingdom,Sports,0,,,,,,,
4527,Ella G. 🦋,@ellagross,4.2M,,"Fashion and Accessories, Celebrity, Moms, Modeling",0,,,,,,,
4528,Shakhlo Zoirova,@shaxlozoirova_official,4.2M,Uzbekistan,Music,0,,,,,,,
4529,,@emotionsquote.s,4.2M,,Arts and Crafts,0,,,,,,,
4530,Angela Okorie,@realangelaokorie,4.2M,Nigeria,"Art, Actors, Film, Music & Books, Design",0,,,,,,,
4531,Harry 🧿,@harryjowsey,4.2M,,"Entertainment and Music, Lifestyle, Modeling",0,,,,,,,
4532,TR,@teukuryantr,4.2M,Indonesia,Product Showcase,0,,,,,,,
4533,Martha Stewart,@marthastewart,4.2M,,,0,,,,,,,
4534,羅志祥 Show Lo,@showlo,4.2M,Taiwan,Entertainment and Music,0,,,,,,,
4535,Ashwin,@rashwin99,4.2M,India,"Sports, Cricket, Lifestyle",0,,,,,,,
4536,Black China Man - 雷吉·馬丁,@reggiemartin10,4.2M,Macao,"Life and Society, Parenting, Basketball, Music",0,,,,,,,
4537,ChaCha Eke Faani,@chachaekefaani,4.2M,Nigeria,"Entertainment and Music, Fashion and Accessories, Beauty and Self Care, Business and Finance",0,,,,,,,
4538,Назаров Яхши бола😇,@dili.me,4.2M,Uzbekistan,,0,,,,,,,
4539,Simple Hairstyles & Tips,@tutorialhair4you,4.2M,,Beauty and Self Care,0,,,,,,,
4540,Dilawar Singh,@officialdilawarsingh,4.2M,United Arab Emirates,"Business and Finance, Music, Finance",0,,,,,,,
4541,CAPRICHO,@capricho,4.2M,,"Entertainment and Music, Fashion and Accessories, Music",1,,13943.0,501.0,,,,
4542,Aisyah Aqilah,@aisyahaqilahh,4.2M,,"Fashion and Accessories, Actors",0,,,,,,,
4543,thomas doherty,@thomasadoherty,4.2M,,"Art, Actors, Dance",0,,,,,,,
4544,ЭЛДЖЕЙ,@sayonaraboy,4.2M,Russia,"Entertainment and Music, Music",0,,,,,,,
4545,D E E P T H I R E D D Y 🇮🇳,@deepthi_sunaina,4.2M,India,"Life and Society, Singer",0,,,,,,,
4546,Maite Delgado,@delgadomaite,4.2M,Venezuela,"Entertainment and Music, Business and Finance, Actors, Virtualization",0,,,,,,,
4547,IVE 아이브,@ivestarship,4.2M,South Korea,,0,,,,,,,
4548,Jutta Leerdam,@juttaleerdam,4.2M,Netherlands,"Sports, Modeling",0,,,,,,,
4549,EL NUEVO PAPA 🇩🇴 🌪🌨🌤,@quimicoultramega,4.2M,Dominican Republic,"Entertainment and Music, Music, Actors",0,,,,,,,
4550,Givanildo V. De Sousa- Hulk,@hulkparaiba,4.2M,Brazil,"Sports, Soccer",0,,,,,,,
4551,Mariam,@mariamshu,4.2M,,"Beauty and Self Care, Fashion and Accessories, Parenting",0,,,,,,,
4552,Simon's Cat,@simonscatofficial,4.2M,United Kingdom,"Animation and Cosplay, Television, Illustrator, Cats",0,,,,,,,
4553,Bia 🖤✨,@bialanutti,4.2M,,"Acting and Drama, Celebrity, Celebrities, Hair & Beauty",0,,,,,,,
4554,Buddy Valastro,@buddyvalastro,4.2M,United States,"Food, Food and Drink, Chef",0,,,,,,,
4555,Rebecca 💫,@rebecca,4.2M,Brazil,"Art, Music, Entertainment and Music, Film, Music & Books",0,,,,,,,
4556,Amal Al Awadhi,@amalalawadhiofficial,4.2M,United Arab Emirates,"Entertainment and Music, TV Host",0,,,,,,,
4557,Hafþór Júlíus Björnsson,@thorbjornsson,4.2M,Iceland,"Fitness and Health, Sports, Coaching, Training",0,,,,,,,
4558,Jon Kortajarena,@jonkortajarena,4.2M,Spain,Modeling,0,,,,,,,
4559,Yeison Jimenez,@yeison_jimenez,4.2M,Colombia,"Entertainment and Music, Music, Actors, Virtualization",0,,,,,,,
4560,SANTIAGO,@russ,4.2M,United States,Singer,0,,,,,,,
4561,Slawada,@slawada,4.2M,,"Arts and Crafts, Modeling",0,,,,,,,
4562,Ahlame Hajji Off - أحلام حجي,@ahlame_hajji,4.2M,France,"Acting and Drama, Entertainment and Music",0,,,,,,,
4563,Sanya Lopez,@sanyalopez,4.2M,Philippines,"Life and Society, Upskilling, Celebrity, Actors",0,,,,,,,
4564,Osmariel Villalobos,@osmariel,4.2M,Venezuela,"Entertainment and Music, Fashion and Accessories, Marketing and Advertising, Actors",0,,,,,,,
4565,Geeta Ben Rabari,@geetabenrabariofficial,4.2M,India,"Entertainment and Music, Music, Singer, Modeling",0,,,,,,,
4566,Sarah Drew,@thesarahdrew,4.2M,,"Acting and Drama, Celebrity, Actors, Lifestyle",0,,,,,,,
4567,Sidharth Shukla,@realsidharthshukla,4.2M,India,"Acting and Drama, Celebrity",0,,,,,,,
4568,Lucia The Great,@luciia,4.2M,Mexico,"Fashion and Accessories, Modeling, Music",0,,,,,,,
4569,Wasafi TV,@wasafitv,4.2M,Tanzania,"Entertainment and Music, Singer, Ice Hockey",0,,,,,,,
4570,Yendry Lobo,@yeyeloba,4.2M,,"Actors, Fitness, Coaching, Training",0,,,,,,,
4571,Luisa Mell,@luisamell,4.2M,Brazil,"Animals, Actors, Public Figure",0,,,,,,,
4572,Ethan Payne,@behzingagram,4.2M,,"Fitness and Health, Fashion and Accessories, Food, Soccer",1,,358.0,358.0,,,,
4573,Isa Buscemi 🍒,@missbuscemi,4.2M,United States,"Fashion and Accessories, Modeling, Publishing",0,,,,,,,
4574,Harsha sai,@harshasai_,4.2M,,,0,,,,,,,
4575,Katherine McNamara,@kat.mcnamara,4.2M,,"Acting and Drama, Actors, Film",0,,,,,,,
4576,✨AIDA CORTES ✨,@aidacortesll_,4.2M,Colombia,Actors,0,,,,,,,
4577,Lucero,@luceromexico,4.2M,Mexico,Entertainment and Music,0,,,,,,,
4578,Ice Apitsada ไอซ์ อภิษฎา,@apitsada,4.2M,Thailand,"Art, Celebrity, Styling, Lifestyle",0,,,,,,,
4579,Wasafi Classic Baby!,@wcb_wasafi,4.2M,,"Celebrity, Music, Singer",0,,,,,,,
4580,Spectacular Videos💎,@spectacular,4.2M,,"Entertainment and Music, Funny, Life and Society, Celebrity",0,,,,,,,
4581,JONY,@jony.me,4.2M,,Entertainment and Music,0,,,,,,,
4582,Joey Hickson,@joey,4.2M,United States,"Product Showcase, Gym, Coaching",0,,,,,,,
4583,Hung Vanngo,@hungvanngo,4.2M,United States,"Beauty and Self Care, Fashion and Accessories, Makeup Artist",0,,,,,,,
4584,Emelia Brobbey,@emeliabrobbey,4.2M,Ghana,"Arts and Crafts, Entertainment and Music, Acting and Drama, Education",0,,,,,,,
4585,Julian Gil,@juliangil,4.2M,Mexico,"Celebrity, Actors",0,,,,,,,
4586,Payal Malik,@payal_malik_53,4.2M,,"family, Fitness and Health, Celebrity",0,,,,,,,
4587,Dapariz,@dapariz,4.2M,,"Beauty and Self Care, Product Showcase, Modeling",0,,,,,,,
4588,Wawa Zainal ®️,@w4w4_zainal,4.2M,Malaysia,"Beauty and Self Care, Fashion and Accessories, Product Showcase, Business and Finance",0,,,,,,,
4589,Rodrigo Lombardi,@rodrigolombardi,4.2M,Brazil,"Acting and Drama, Celebrity, Actors",0,,,,,,,
4590,Priyankaa❤,@priyankaa__kumari,4.2M,,,0,,,,,,,
4591,Tobi Brown,@tobjizzle,4.2M,United Kingdom,"Fashion, Music",0,,,,,,,
4592,Marie Kondo,@mariekondo,4.2M,Japan,"Home and Garden, Lifestyle",1,,1320.0,501.0,,,,
4593,Amu🌻,@_amalashaji_,4.2M,Nigeria,,0,,,,,,,
4594,العربية Al Arabiya,@alarabiya,4.2M,,"Education, Entertainment and Music",0,,,,,,,
4595,LOUD SKAR,@loud_skar,4.2M,Brazil,,0,,,,,,,
4596,Alex Rodriguez,@arod,4.2M,United States,Sports,0,,,,,,,
4597,Garry Sandhu,@officialgarrysandhu,4.2M,,"Entertainment and Music, Music, Modeling, Actors",0,,,,,,,
4598,Sam Heughan,@samheughan,4.2M,United Kingdom,"Fitness and Health, Music",0,,,,,,,
4599,Memes! ✨,@3.1415926535897932384626433832,4.2M,United States,"Entertainment and Music, Education",0,,,,,,,
4600,Reshetova A 🌙,@volkonskaya.reshetova,4.2M,Russia,"Fashion and Accessories, Product Showcase, Business and Finance, Modeling",0,,,,,,,
4601,Men's Humor,@menshumor,4.2M,,Funny,0,,,,,,,
4602,Warattaya Nilkuha (Jooy),@warattaya,4.2M,Thailand,"Celebrity, Entertainment and Music, Beauty and Self Care, Fashion and Accessories",0,,,,,,,
4603,Rachel Bush,@rachelbush,4.2M,United States,"Beauty and Self Care, Modeling, Health & Fitness",0,,,,,,,
4604,Derek Moneyberg,@derekmoneyberg,4.2M,,"Finance, Upskilling, Personal Finance",0,,,,,,,
4605,,@joshuarojaas,4.2M,,"Entertainment and Music, Gym, Modeling",0,,,,,,,
4606,Nehhaa Malik,@nehamalik335,4.2M,India,"Fashion and Accessories, Celebrity, Moms, Lifestyle",0,,,,,,,
4607,Lira Mercer,@lira_galore,4.2M,United States,"Fashion and Accessories, Entertainment, Modeling, Music",0,,,,,,,
4608,Kyle Walker,@kylewalker2,4.2M,United Kingdom,"Sports, Soccer",1,,850.0,501.0,,,,
4609,Abhinav,@rjabhinavv,4.2M,,"Arts and Crafts, Photography",0,,,,,,,
4610,İlber Ortaylı,@ilberortayli,4.2M,Turkey,"Education, Books",0,,,,,,,
4611,Pelé,@pele,4.2M,Brazil,"Sports, Business and Finance, Soccer",0,,,,,,,
4612,Angela Bassett,@im.angelabassett,4.2M,United States,"Entertainment and Music, Actors",0,,,,,,,
4613,BoA,@boakwon,4.2M,,"Singer, Music, Fashion",0,,,,,,,
4614,chay,@chay,4.2M,,Lifestyle,0,,,,,,,
4615,Farzad Farzin,@farzadfarzin1,4.2M,Iran,"Singer, Music, Songwriting",0,,,,,,,
4616,Chand Kelvin,@chand_kelvin,4.2M,United States,"Entertainment and Music, Education, Actors, Architecture",0,,,,,,,
4617,Christian Collins,@christiancollins,4.2M,,"Education, Travel, Outdoor Activity, Finance",1,,,,,,,
4618,Ivy Moraes,@ivymoraes,4.2M,,,0,,,,,,,
4619,Issa Rae,@issarae,4.2M,United States,Entertainment and Music,0,,,,,,,
4620,Леся Нікітюк,@lesia_nikituk,4.2M,Ukraine,"Education, Luxury",0,,,,,,,
4621,Tiago Dionisio,@tiago_dionisio,4.2M,,"Funny, Acting and Drama, Fashion and Accessories",0,,,,,,,
4622,Igwe 2pac,@charles_okocha,4.2M,Nigeria,"Entertainment and Music, Celebrity, Entertainment, Singer",0,,,,,,,
4623,مريم سعيد Mariam Said,@mariamsaidofficial,4.2M,,"Life and Society, Journalists",0,,,,,,,
4624,Aaditya Pratap Singh,@aadityapratapsingh_official,4.2M,,"Acting and Drama, Education, Modeling, Actors",1,,981.0,501.0,,,,
4625,Айнұр Тұрсынбаева,@aidyn_nury,4.2M,Kazakhstan,"Entertainment and Music, Gym, Modeling",99,,838.0,51.0,,,,
4626,CAROL CASTRO,@carol_icastro,4.2M,Brazil,Beauty and Self Care,0,,,,,,,
4627,Daniel Sturridge - Dstudge,@danielsturridge,4.2M,United Kingdom,"Sports, Fashion and Accessories, Soccer, Music",0,,,,,,,
4628,Михаил Лабковский | психолог с 40-летним стажем,@labkovskiyofficial,4.2M,Russia,Fashion,0,,,,,,,
4629,Василий Вакуленко,@bastaakanoggano,4.2M,,"Rap, Singer",0,,,,,,,
4630,Nermin Yazılıtaş,@nerminyazilitas,4.2M,Turkey,"Food, Blogger",0,,,,,,,
4631,Yash 🔱⭐️🌙,@yashikaaannand,4.2M,India,"Entertainment and Music, family, Celebrity, Modeling",99,,913.0,51.0,,,,
4632,I_AM_LUCCI,@yfnlucci,4.2M,,"Entertainment and Music, Singer, Entertainment",0,,,,,,,
4633,Sherlyn Gonzalez,@sherlyny,4.2M,Mexico,"Acting and Drama, Actors",0,,,,,,,
4634,Reza Nouriara,@rezanooriara,4.2M,,,0,,,,,,,
4635,Natasha Rizky Pradita,@natasharizkynew,4.2M,,"Arts and Crafts, Entertainment and Music, Celebrity, Actors",0,,,,,,,
4636,Funny & Relatable Memes!,@thetinderblog,4.2M,United States,"Entertainment and Music, Animals & Pets, Just For Fun",0,,,,,,,
4637,Biggest Fella,@fellamakafui,4.2M,Ghana,"Fashion and Accessories, Entertainment and Music, Business and Finance, Celebrity",0,,,,,,,
4638,Momina Mustehsan,@mominamustehsan,4.2M,Pakistan,"Education, Entertainment and Music, News, Moms",0,,,,,,,
4639,Elle Lively McBroom,@elle,4.2M,United States,"family, Children",0,,,,,,,
4640,jung jae Lee,@from_jjlee,4.2M,,Acting and Drama,0,,,,,,,
4641,Sasha Ray,@sasha.ray,4.2M,Ukraine,"Education, Marketing and Advertising, Lifestyle",0,,,,,,,
4642,Karakat Abildina,@karakat_a,4.2M,Kazakhstan,Art,1,,2261.0,501.0,,,,
4643,더보이즈(THE BOYZ),@official_theboyz,4.1M,South Korea,"Entertainment and Music, Parenting",0,,,,,,,
4644,Sabinus,@mrfunny1_,4.1M,,Entertainment and Music,0,,,,,,,
4645,أحمد الزامل Ahmad AlZamel,@ahmadalzamel,4.1M,Saudi Arabia,"Food, Food and Drink, Chef",0,,,,,,,
